127.0.0.1 - - [10/Dec/2016:09:30:08 +0600] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [10/Dec/2016:10:24:11 +0600] "GET /myBlog/singlePostView?id=22 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [10/Dec/2016:10:24:12 +0600] "GET /myBlog/singlePostView.jsp?id=22 HTTP/1.1" 200 8243
0:0:0:0:0:0:0:1 - - [10/Dec/2016:10:24:31 +0600] "POST /myBlog/createComments HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [10/Dec/2016:10:24:31 +0600] "GET /myBlog/singlePostView.jsp?id=22 HTTP/1.1" 200 8275
0:0:0:0:0:0:0:1 - - [10/Dec/2016:10:24:35 +0600] "POST /myBlog/createComments HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [10/Dec/2016:10:24:35 +0600] "GET /myBlog/singlePostView.jsp?id=22 HTTP/1.1" 200 8271
0:0:0:0:0:0:0:1 - - [10/Dec/2016:10:24:38 +0600] "GET /myBlog/index.jsp HTTP/1.1" 200 18662
0:0:0:0:0:0:0:1 - - [10/Dec/2016:10:24:52 +0600] "GET /myBlog/singlePostView?id=22 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [10/Dec/2016:10:24:52 +0600] "GET /myBlog/singlePostView.jsp?id=22 HTTP/1.1" 200 8243
0:0:0:0:0:0:0:1 - - [10/Dec/2016:10:25:11 +0600] "POST /myBlog/createComments HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [10/Dec/2016:10:25:11 +0600] "GET /myBlog/singlePostView.jsp?id=22 HTTP/1.1" 200 8275
0:0:0:0:0:0:0:1 - - [10/Dec/2016:10:25:43 +0600] "GET /myBlog/index.jsp HTTP/1.1" 200 18662
